"year"	"state"	"party"	"last_name"	"candidate"	"candidatevotes"	"totalvotes"	"percentage"	"Incumbent/
Challenger/Open"	"raised"	"spent"	"previous_percentage"	"Previous_RPVI"	"RPVI"	"total_raised"	"total_spent"	"share_of_spent"	"history_performance"
"522"	2008	"KS"	"republican"	"ROBERTS"	"Pat Roberts"	727121	1210690	0.600583964516102	"Incumbent"	6519351	6925381	0.825223659651155	0.650447319302311	0.201167929032205	8197258	8603286	0.804969287316497	-0.449279390270106
"523"	2008	"KY"	"republican"	"MCCONNELL"	"Mitch McConnell"	953816	1800821	0.529656195701849	"Incumbent"	22940153	23282998	0.64675204828372	0.29350409656744	0.0593123914036986	33823325	34084201	0.683102355839293	-0.234191705163741
"524"	2008	"ME"	"republican"	"COLLINS"	"Susan M. Collins"	444300	724430	0.613309774581395	"Incumbent"	8039750	7996626	0.584356475255447	0.168712950510894	0.22661954916279	14038523	14459077	0.553052314473462	0.0579065986518958
"525"	2008	"MA"	"republican"	"BEATTY"	"Jeffrey K. Beatty"	926044	3102995	0.298435543724692	"Challenger"	2078533	2070528	NA	NA	-0.403128912550616	32011018	28029317	0.0738700839553101	NA
"526"	2008	"MI"	"republican"	"HOOGENDYK"	"Jack Hoogendyk"	1641070	4848620	0.338461252892576	"Challenger"	302747	301993	0.378854672006754	-0.242290655986491	-0.323077494214849	8973530	7971153	0.0378857362291252	-0.0807868382283573
"527"	2008	"MN"	"republican"	"COLEMAN"	"Norm Coleman"	1212317	2887646	0.419828815581965	"Incumbent"	23183827	21158805	0.495288602743056	-0.00942279451388894	-0.160342368836069	45685951	42225639	0.501089042133856	-0.15091957432218
"528"	2008	"MS"	"republican"	"COCHRAN"	"Thad Cochran"	766111	1247026	0.614350462620667	"Incumbent"	2723398	2832197	0.845794177590623	0.691588355181247	0.228700925241334	NA	NA	NA	-0.462887429939912
"529"	2008	"MT"	"republican"	"KELLEHER"	"Bob Kelleher"	129369	477658	0.270840224595841	NA	NA	NA	0.31730248027023	-0.365395039459541	-0.458319550808319	NA	NA	NA	-0.0929245113487783
"530"	2008	"NE"	"republican"	"JOHANNS"	"Mike Johanns"	455854	792511	0.575202110759346	"Open"	3907749	3781316	0.827621679365787	0.655243358731573	0.150404221518692	5759845.21	5692193.23	0.664298601121101	-0.504839137212882
"531"	2008	"NH"	"republican"	"SUNUNU"	"John E. Sununu"	314403	694787	0.452517102363746	"Incumbent"	8879307	8868017	0.508188802039652	0.0163776040793049	-0.0949657952725079	17152222	17093597	0.518791744066506	-0.111343399351813
"532"	2008	"NJ"	"republican"	"ZIMMER"	"Dick Zimmer"	1461025	3482445	0.419540007092718	"Challenger"	1542809	1498731	0.439476115732054	-0.121047768535892	-0.160919985814564	11055683	10696013	0.140120529023291	-0.0398722172786721
"533"	2008	"NM"	"republican"	"PEARCE"	"Steve Pearce"	318522	823650	0.386720087415771	"Open"	4632311.41	4626706.31	0.650427693683548	0.300855387367096	-0.226559825168458	12079997.65	12468595.04	0.371068776807431	-0.527415212535554
"534"	2008	"NC"	"republican"	"DOLE"	"Elizabeth Dole"	1887510	4271970	0.441835967949213	"Incumbent"	20144728	20205245	0.535635800051562	0.0712716001031237	-0.116328064101574	29122140	29158519	0.692944830291278	-0.187599664204697
"535"	2008	"OK"	"republican"	"INHOFE"	"James M. Inhofe"	763375	1346819	0.566798508188554	"Incumbent"	6484560	6428174	0.573021649136313	0.146043298272625	0.133597016377108	9353993	9296993	0.691425066147732	-0.0124462818955173
"536"	2008	"OR"	"republican"	"SMITH"	"Gordon H. Smith"	805159	1767504	0.455534471209117	"Incumbent"	13600073	13573631	0.56208585558478	0.124171711169559	-0.088931057581765	20112304	20074946	0.676147821269357	-0.213102768751324
"537"	2008	"RI"	"republican"	"TINGLE"	"Robert G. Tingle"	116174	438812	0.264746634093872	NA	NA	NA	0.215735115055844	-0.568529769888313	-0.470506731812257	NA	NA	NA	0.0980230380760559
"538"	2008	"SC"	"republican"	"GRAHAM"	"Lindsey Graham"	1076534	1871431	0.57524642906952	"Incumbent"	8994675	6236958	0.54402345790054	0.0880469158010793	0.150492858139039	9011780	6252160	0.997568520319378	0.0624459423379597
"539"	2008	"SD"	"republican"	"DYKSTRA"	"Joel Dykstra"	142784	380673	0.375083076551266	"Challenger"	906630	905366	0.494662238037813	-0.0106755239243735	-0.249833846897468	6875944	6338735	0.142830706757736	-0.239158322973095
"540"	2008	"TN"	"republican"	"ALEXANDER"	"Lamar Alexander"	1579477	2424585	0.651442205573325	"Incumbent"	8104814	6648231	0.542791421501773	0.0855828430035459	0.30288441114665	8930577	7494617	0.887067477897803	0.217301568143104
"541"	2008	"TX"	"republican"	"CORNYN"	"John Cornyn"	4337469	7912075	0.548208782146276	"Incumbent"	19326337	18994698	0.552998751443284	0.105997502886567	0.0964175642925529	23492623	23152251	0.82042553875215	-0.00957993859401451
"542"	2008	"VA"	"republican"	"III"	"James S. \"Jim\" Gilmore III"	1228830	3643294	0.337285434554554	NA	NA	NA	0.825752540247156	0.651505080494313	-0.325429130890892	NA	NA	NA	-0.976934211385204
"543"	2008	"WV"	"republican"	"WOLFE"	"Jay Wolfe"	254629	702308	0.3625603011784	"Challenger"	123862	123720	0.36888645362153	-0.262227092756939	-0.274879397643199	NA	NA	NA	-0.01265230488626
"544"	2008	"WY"	"republican"	"ENZI"	"Michael B. Enzi"	189046	250007	0.756162827440832	"Incumbent"	2369093	2129834	0.729539502400698	0.459079004801397	0.512325654881663	2401419	2157092	0.987363543140487	0.0532466500802664
"545"	2008	"AL"	"democrat"	"FIGURES"	"Vivian Davis Figures"	752391	2060191	0.365204488321714	"Challenger"	332750	332007	0.398277043331858	-0.203445913336285	-0.269591023356572	6818345	4353687	0.0762588123583528	-0.0661451100202876
"546"	2008	"CO"	"democrat"	"UDALL"	"Mark Udall"	1230994	2331621	0.527956301645936	"Open"	11787048	12987562	0.457692421766536	-0.0846151564669277	0.0559126032918729	19174891	20193206	0.643164933790107	0.140527759758801
"547"	2008	"DE"	"democrat"	"JR."	"Joseph R. Biden Jr."	257539	398134	0.646865125811913	NA	NA	NA	0.582199092607419	0.164398185214839	0.293730251623825	NA	NA	NA	0.129332066408987
"548"	2008	"GA"	"democrat"	"MARTIN"	"Jim Martin"	909923	2137956	0.425604175202857	"Challenger"	7490201	7508505	0.458958537195241	-0.0820829256095184	-0.148791649594285	25838774	25556616	0.293798873841513	-0.066708723984767
"549"	2008	"ID"	"democrat"	"LAROCCO"	"Larry LaRocco"	219903	644780	0.341051211265858	"Open"	1424818	1421746	0.325485137463774	-0.349029725072452	-0.317897577468284	5019633	4995002	0.284633719866378	0.0311321476041687
"550"	2008	"IL"	"democrat"	"DURBIN"	"Richard J. Durbin"	3615844	5329884	0.678409511351467	"Incumbent"	11317550	13112372	0.603342672227749	0.206685344455499	0.356819022702933	13342987	25152712	0.52131046544802	0.150133678247435
"551"	2008	"IA"	"democrat"	"HARKIN"	"Tom Harkin"	941665	1502918	0.62655780288745	"Incumbent"	9179122	7055014	0.541776507098698	0.083553014197395	0.253115605774899	9238209	7113807	0.991735367574633	0.169562591577504
"552"	2008	"KS"	"democrat"	"SLATTERY"	"Jim Slattery"	441399	1210690	0.364584658335329	"Challenger"	1677907	1677905	NA	NA	-0.270830683329341	8197258	8603286	0.195030712683503	NA
"553"	2008	"KY"	"democrat"	"LUNSFORD"	"Bruce Lunsford"	847005	1800821	0.470343804298151	"Challenger"	10883172	10801203	0.35324795171628	-0.29350409656744	-0.0593123914036986	33823325	34084201	0.316897644160707	0.234191705163741
"554"	2008	"ME"	"democrat"	"ALLEN"	"Thomas H. Allen"	279510	724430	0.385834380133346	"Challenger"	5998773	6462451	0.415643524744553	-0.168712950510894	-0.228331239733308	14038523	14459077	0.446947685526538	-0.0596182892224133
"555"	2008	"MA"	"democrat"	"KERRY"	"John F. Kerry"	1971974	3102995	0.635506663723274	"Incumbent"	29932485	25958789	0.723314541586929	0.446629083173858	0.271013327446548	32011018	28029317	0.92612991604469	-0.17561575572731
"556"	2008	"MI"	"democrat"	"LEVIN"	"Carl Levin"	3038386	4848620	0.626649644641156	"Incumbent"	8670783	7669160	0.606085028314757	0.212170056629513	0.253299289282311	8973530	7971153	0.962114263770875	0.0411292326527979
"557"	2008	"MN"	"democrat"	"FRANKEN"	"Al Franken"	1212629	2887646	0.419936862066888	"Challenger"	22502124	21066834	0.473355601495406	-0.0532887970091886	-0.160126275866225	45685951	42225639	0.498910957866144	-0.106837478857036
"558"	2008	"MS"	"democrat"	"FLEMING"	"Erik Fleming"	480915	1247026	0.385649537379333	NA	NA	NA	NA	NA	-0.228700925241334	NA	NA	NA	NA
"559"	2008	"MT"	"democrat"	"BAUCUS"	"Max Baucus"	348289	477658	0.729159775404159	"Incumbent"	11752479	9455359	0.627350039964843	0.254700079929686	0.458319550808319	NA	NA	NA	0.203619470878633
"560"	2008	"NE"	"democrat"	"KLEEB"	"Scott Kleeb"	317456	792511	0.400569834361921	"Open"	1852096.21	1910877.23	0.14637132796215	-0.707257344075699	-0.198860331276159	5759845.21	5692193.23	0.335701398878899	0.50839701279954
"561"	2008	"NH"	"democrat"	"SHAHEEN"	"Jeanne Shaheen"	358438	694787	0.515896238703372	"Challenger"	8272915	8225580	0.464016460353137	-0.0719670792937256	0.0317924774067448	17152222	17093597	0.481208255933494	0.10375955670047
"562"	2008	"NJ"	"democrat"	"LAUTENBERG"	"Frank R. Lautenberg"	1951218	3482445	0.560301167714063	"Incumbent"	9512874	9197282	0.538763062078837	0.0775261241576746	0.120602335428126	11055683	10696013	0.859879470976709	0.0430762112704515
"563"	2008	"NM"	"democrat"	"UDALL"	"Tom Udall"	505128	823650	0.613279912584229	"Open"	7447686.24	7841888.73	0.349572306316452	-0.300855387367096	0.226559825168458	12079997.65	12468595.04	0.628931223192569	0.527415212535554
"564"	2008	"NC"	"democrat"	"HAGAN"	"Kay Hagan"	2249311	4271970	0.526527808013633	"Challenger"	8977412	8953274	0.449550249422932	-0.100899501154136	0.0530556160272662	29122140	29158519	0.307055169708722	0.153955117181402
"565"	2008	"OK"	"democrat"	"RICE"	"Andrew Rice"	527736	1346819	0.391838843972353	"Challenger"	2869433	2868819	0.363099259247622	-0.273801481504756	-0.216322312055295	9353993	9296993	0.308574933852268	0.0574791694494616
"566"	2008	"OR"	"democrat"	"MERKLEY"	"Jeff Merkley"	864392	1767504	0.489046700884411	"Challenger"	6512231	6501315	0.39606193394838	-0.20787613210324	-0.021906598231178	20112304	20074946	0.323852178730643	0.185969533872062
"567"	2008	"RI"	"democrat"	"REED"	"Jack Reed"	320644	438812	0.730709278688823	"Incumbent"	4735246	3175641	0.784264884944156	0.568529769888313	0.461418557377647	NA	NA	NA	-0.107111212510666
"568"	2008	"SC"	"democrat"	"CONLEY"	"Bob Conley"	790621	1871431	0.422468688399412	"Challenger"	17105	15202	0.44188384930076	-0.11623230139848	-0.155062623201176	9011780	6252160	0.00243147968062238	-0.0388303218026964
"569"	2008	"SD"	"democrat"	"JOHNSON"	"Tim Johnson"	237889	380673	0.624916923448734	"Incumbent"	5969314	5433369	0.496238529663616	-0.00752294067276837	0.249833846897468	6875944	6338735	0.857169293242264	0.257356787570237
"570"	2008	"TN"	"democrat"	"TUKE"	"Robert D. Tuke"	767236	2424585	0.316440133053698	"Challenger"	825763	846386	0.443386392861318	-0.113227214277364	-0.367119733892604	8930577	7494617	0.112932522102197	-0.25389251961524
"571"	2008	"TX"	"democrat"	"NORIEGA"	"Richard J. \"Rick\" Noriega"	3389365	7912075	0.428378775479252	"Challenger"	4166286	4157553	0.433263801691267	-0.133472396617466	-0.143242449041497	23492623	23152251	0.17957446124785	-0.00977005242403095
"572"	2008	"VA"	"democrat"	"WARNER"	"Mark R. Warner"	2369327	3643294	0.650325502141743	"Open"	13663049	12515479	NA	NA	0.300651004283486	NA	NA	NA	NA
"573"	2008	"WV"	"democrat"	"IV"	"John D. Rockefeller IV"	447560	702308	0.637270257493863	NA	NA	NA	0.63111354637847	0.262227092756939	0.274540514987726	NA	NA	NA	0.012313422230787
"574"	2008	"WY"	"democrat"	"ROTHFUSS"	"Chris Rothfuss"	60631	250007	0.242517209518133	"Challenger"	32326	27258	0.270460497599302	-0.459079004801397	-0.514965580963733	2401419	2157092	0.0126364568595127	-0.0558865761623363
"575"	2010	"AL"	"republican"	"SHELBY"	"Richard C. Shelby"	968181	1485499	0.651754730228698	"Incumbent"	8557473	2647169	0.675451560737896	0.350903121475793	0.303509460457395	8563343	2653040	0.99778706691192	-0.0473936610183974
"576"	2010	"AZ"	"republican"	"MCCAIN"	"John McCain"	1005615	1708484	0.588600771210032	"Incumbent"	21235969	22076918	0.767390350195267	0.534780700390533	0.177201542420064	22642903	23478504	0.940303436709596	-0.357579157970469
"577"	2010	"AR"	"republican"	"BOOZMAN"	"John Boozman"	451618	779957	0.57902935674659	"Challenger"	3680708	3666977	0.440695088945099	-0.118609822109801	0.15805871349318	16022341	16329503	0.224561457871682	0.276668535602981
"578"	2010	"CO"	"republican"	"BUCK"	"Ken Buck"	822731	1772286	0.464220221792645	"Challenger"	5060212.54	4895276.67	0.465329076732692	-0.0693418465346158	-0.0715595564147096	18298034.54	17977583.67	0.272298922917487	-0.00221770988009373
"579"	2010	"CT"	"republican"	"MCMAHON"	"Linda E. McMahon"	498341	1153115	0.43216938466675	"Open"	50285122	50181464	0.321289146123535	-0.357421707752929	-0.135661230666499	59022499	58899750	0.851980933705152	0.22176047708643
"580"	2010	"FL"	"republican"	"RUBIO"	"Marco Rubio"	2645743	5411106	0.488946806808072	"Open"	21741330	21638315	0.494335989181003	-0.0113280216379937	-0.0221063863838558	31373652	30919279	0.699832457283367	-0.010778364745862
"581"	2010	"GA"	"republican"	"ISAKSON"	"Johnny Isakson"	1489904	2555258	0.583073803114989	"Incumbent"	9671553	9054540	0.57876839385268	0.157536787705361	0.166147606229978	10008460	9390714	0.964201444107445	0.00861081852461698
"582"	2010	"HI"	"republican"	"CAVASSO"	"Cam Cavasso"	79939	370583	0.215711460050785	"Challenger"	274023	274174	0.209877524094312	-0.580244951811377	-0.56857707989843	5818559	5190495	0.0528223223411255	0.0116678719129467
"583"	2010	"ID"	"republican"	"CRAPO"	"Mike Crapo"	319953	449530	0.711750050052277	"Incumbent"	5098869	3366313	0.9917925434384	0.983585086876801	0.423500100104554	5195977	3466149	0.971196852760802	-0.560084986772247
"584"	2010	"IN"	"republican"	"COATS"	"Dan Coats"	952116	1744481	0.545787543687779	"Open"	4953741	4762355	0.372251344908005	-0.25549731018399	0.0915750873755576	7322556.74	7352786.33	0.647693919863982	0.347072397559547
"585"	2010	"IA"	"republican"	"GRASSLEY"	"Chuck Grassley"	718215	1116063	0.643525499904575	"Incumbent"	7701183	7797516	0.701835687263897	0.403671374527794	0.287050999809151	10853305	10920823	0.714004429885916	-0.116620374718644
"586"	2010	"KS"	"republican"	"MORAN"	"Jerry Moran"	587175	837692	0.70094378363408	"Open"	6720245	6548665	0.691627798218281	0.383255596436562	0.401887567268161	6752262	6579900	0.995252967370325	0.0186319708315987
"587"	2010	"KY"	"republican"	"PAUL"	"Rand Paul"	755706	1356096	0.55726585728444	"Open"	7850140	7675875	0.506568226393298	0.0131364527865958	0.11453171456888	13970392	13803865	0.556067087007878	0.101395261782284
"588"	2010	"MD"	"republican"	"WARGOTZ"	"Eric Wargotz"	655666	1833858	0.357533680361293	"Challenger"	1240926	1240730	0.337243010235877	-0.325513979528246	-0.284932639277414	6751076	6134134	0.20226653020622	0.040581340250832
"589"	2010	"MO"	"republican"	"BLUNT"	"Roy Blunt"	1054160	1943899	0.542291549097973	"Open"	11978673	12141841	0.560925169283795	0.121850338567589	0.0845830981959454	22305763	22453398	0.540757394493252	-0.0372672403716436
"590"	2010	"NV"	"republican"	"ANGLE"	"Sharron Angle"	321361	721404	0.445466063398595	"Challenger"	28276674	28262487	0.351377909015046	-0.297244181969909	-0.10906787320281	53105885	54252141	0.520946942904981	0.188176308767099
"591"	2010	"NH"	"republican"	"AYOTTE"	"Kelly Ayotte"	273218	454710	0.600862087924171	"Open"	5389780	5041009	0.661780954091245	0.323561908182491	0.201724175848343	10329519	9953828	0.506439231218382	-0.121837732334148
"592"	2010	"NY"	"republican"	"TOWNSEND"	"Jay Townsend"	1239605	4763899	0.260208077459241	"Challenger"	218557	217593	0.218193973053584	-0.563612053892831	-0.479583845081518	19738305	19574577	0.0111161022789918	0.0840282088113131
"593"	2010	"NC"	"republican"	"BURR"	"Richard Burr"	1458046	2660079	0.548121315194022	"Incumbent"	10868382	6274147	0.515958436465498	0.0319168729309964	0.0962426303880448	13786950	9143493	0.686187105956115	0.0643257574570484
"594"	2010	"OH"	"republican"	"PORTMAN"	"Rob Portman"	2168742	3815098	0.568462985747679	"Incumbent"	13157575	5257618	0.638494104949609	0.276988209899217	0.136925971495359	19553870	11640780	0.451655129639079	-0.140062238403858
"595"	2010	"OK"	"republican"	"COBURN"	"Thomas A. Coburn"	718482	1017151	0.706367097903851	"Incumbent"	2536214	2902038	0.527653254043623	0.0553065080872464	0.412734195807702	NA	NA	NA	0.357427687720456
"596"	2010	"OR"	"republican"	"HUFFMAN"	"Jim Huffman"	566199	1442588	0.392488361195296	"Challenger"	2375849	2204734	0.317460335289658	-0.365079329420685	-0.215023277609408	9314738	10734128	0.205394793130844	0.150056051811277
"597"	2010	"PA"	"republican"	"TOOMEY"	"Pat Toomey"	2028945	3977661	0.51008494690724	"Challenger"	17194810	16998137	0.526178224732219	0.0523564494644371	0.0201698938144803	31108142	30804256	0.551811314644314	-0.0321865556499568
"598"	2010	"SC"	"republican"	"DEMINT"	"Jim DeMint"	810771	1318794	0.614782141865978	"Incumbent"	7204774	5419447	0.536661488923574	0.0733229778471483	0.229564283731955	NA	NA	NA	0.156241305884807
"599"	2010	"UT"	"republican"	"LEE"	"Mike Lee"	360403	585230	0.615831382533363	"Incumbent"	1849329	1801351	0.687311758137862	0.374623516275723	0.231662765066726	2155851	2106980	0.854944517745778	-0.142960751208997
"600"	2010	"VT"	"republican"	"BRITTON"	"Len Britton"	72699	235178	0.30912330234971	"Challenger"	232919	231484	0.245429806515455	-0.509140386969089	-0.381753395300581	5119668	4353499	0.0531719428441353	0.127386991668509
"601"	2010	"WI"	"republican"	"JOHNSON"	"Ron Johnson"	1125999	2171331	0.518575472832102	"Challenger"	15509297	15316651	0.441117412601708	-0.117765174796584	0.0371509456642032	36312654	35658859	0.429532840632955	0.154916120460787
"602"	2010	"AL"	"democrat"	"BARNES"	"William G. Barnes"	515619	1485499	0.347101546349072	"Challenger"	5870	5871	0.323543581361408	-0.352912837277183	-0.305796907301856	8563343	2653040	0.00221293308808009	0.047115929975327
"603"	2010	"AZ"	"democrat"	"GLASSMAN"	"Rodney Glassman"	592011	1708484	0.346512463681252	"Challenger"	1406934	1401586	0.206204691190242	-0.587590617619516	-0.306975072637496	22642903	23478504	0.0596965632904039	0.28061554498202
"604"	2010	"AR"	"democrat"	"LINCOLN"	"Blanche L. Lincoln"	288156	779957	0.369451136408802	"Incumbent"	12341633	12662526	0.558977783208528	0.117955566417055	-0.261097727182396	16022341	16329503	0.775438542128318	-0.379053293599451
"605"	2010	"CO"	"democrat"	"BENNET"	"Michael F. Bennet"	851590	1772286	0.480503711026324	"Incumbent"	13237822	13082307	0.513026033086086	0.0260520661721722	-0.0389925779473516	18298034.54	17977583.67	0.727701077082513	-0.0650446441195237
"606"	2010	"CT"	"democrat"	"BLUMENTHAL"	"Richard Blumenthal"	605204	1153115	0.524842708663056	"Open"	8737377	8718286	0.66352898732809	0.327057974656179	0.0496854173261123	59022499	58899750	0.148019066294848	-0.277372557330067
"607"	2010	"FL"	"democrat"	"MEEK"	"Kendrick B. Meek"	1092936	5411106	0.20198014971431	"Open"	9632322	9280964	0.483210258450524	-0.0335794830989513	-0.59603970057138	31373652	30919279	0.300167542716633	-0.562460217472429
"608"	2010	"GA"	"democrat"	"THURMOND"	"Michael \"Mike\" Thurmond"	996516	2555258	0.389986451465958	"Challenger"	336907	336174	0.399781929790955	-0.20043614041809	-0.220027097068085	10008460	9390714	0.0357985558925551	-0.0195909566499948
"609"	2010	"HI"	"democrat"	"INOUYE"	"Daniel K. Inouye"	277228	370583	0.748086123756352	"Incumbent"	5544536	4916321	0.755101156382495	0.510202312764989	0.496172247512703	5818559	5190495	0.947177677658875	-0.0140300652522862
"610"	2010	"ID"	"democrat"	"SULLIVAN"	"P. Tom Sullivan"	112057	449530	0.249275910395302	"Challenger"	97108	99836	NA	NA	-0.501448179209397	5195977	3466149	0.0288031472391983	NA
"611"	2010	"IN"	"democrat"	"ELLSWORTH"	"Brad Ellsworth"	697775	1744481	0.399990025686723	"Open"	2368815.74	2590431.33	0.61648779173992	0.232975583479839	-0.200019948626554	7322556.74	7352786.33	0.352306080136018	-0.432995532106393
"612"	2010	"IA"	"democrat"	"CONLIN"	"Roxanne Conlin"	371686	1116063	0.333033171066508	"Challenger"	3152122	3123307	0.27877041267472	-0.442459174650561	-0.333933657866984	10853305	10920823	0.285995570114084	0.108525516783577
"613"	2010	"KS"	"democrat"	"JOHNSTON"	"Lisa Johnston"	220971	837692	0.263785496339944	"Open"	32017	31235	0.274872411697912	-0.450255176604176	-0.472429007320113	6752262	6579900	0.00474703262967522	-0.0221738307159368
"614"	2010	"KY"	"democrat"	"CONWAY"	"Jack Conway"	600052	1356096	0.442484897824343	"Open"	6120252	6127990	0.493431773606702	-0.0131364527865958	-0.115030204351314	13970392	13803865	0.443932912992122	-0.101893751564719
"615"	2010	"MD"	"democrat"	"MIKULSKI"	"Barbara Mikulski"	1140531	1833858	0.62192983317138	"Incumbent"	5510150	4893404	0.648034330046845	0.296068660093689	0.243859666342759	6751076	6134134	0.79773346979378	-0.0522089937509298
"616"	2010	"MO"	"democrat"	"CARNAHAN"	"Robin Carnahan"	789736	1943899	0.406263905686458	"Open"	10327090	10311557	0.427970789261906	-0.144058421476189	-0.187472188627084	22305763	22453398	0.459242605506748	-0.0434137671508954
"617"	2010	"NV"	"democrat"	"REID"	"Harry Reid"	362785	721404	0.502887425076656	"Incumbent"	24829211	25989654	0.610819091730571	0.221638183461142	0.00577485015331214	53105885	54252141	0.479053057095019	-0.215863333307829
"618"	2010	"NH"	"democrat"	"HODES"	"Paul W. Hodes"	167545	454710	0.368465615447208	"Open"	4939739	4912819	0.337168955053068	-0.325662089893865	-0.263068769105584	10329519	9953828	0.493560768781618	0.0625933207882809
"619"	2010	"NY"	"democrat"	"SCHUMER"	"Charles E. Schumer"	3047880	4763899	0.639786863659368	"Incumbent"	19519748	19356984	0.588750557545848	0.177501115091695	0.279573727318736	19738305	19574577	0.988883897721008	0.102072612227041
"620"	2010	"NC"	"democrat"	"MARSHALL"	"Elaine Marshall"	1145074	2660079	0.430466162847043	"Challenger"	2918568	2869346	0.470186764022278	-0.0596264719554435	-0.139067674305913	13786950	9143493	0.313812894043885	-0.07944120235047
"621"	2010	"OH"	"democrat"	"FISHER"	"Lee Fisher"	1503297	3815098	0.394038894937954	"Open"	6396295	6383162	0.361451341114518	-0.277097317770963	-0.211922210124091	19553870	11640780	0.548344870360921	0.0651751076468718
"622"	2010	"OK"	"democrat"	"ROGERS"	"Jim Rogers"	265814	1017151	0.261331896640715	NA	NA	NA	0.412448871545417	-0.175102256909167	-0.47733620671857	NA	NA	NA	-0.302233949809403
"623"	2010	"OR"	"democrat"	"WYDEN"	"Ron Wyden"	825507	1442588	0.572240307003801	"Incumbent"	6938889	8529394	0.633920979472635	0.26784195894527	0.144480614007603	9314738	10734128	0.794605206869156	-0.123361344937667
"624"	2010	"PA"	"democrat"	"SESTAK"	"Joe Sestak"	1948716	3977661	0.48991505309276	"Challenger"	13913332	13806119	0.419874422231636	-0.160251155536728	-0.0201698938144804	31108142	30804256	0.448188685355686	0.140081261722247
"625"	2010	"SC"	"democrat"	"GREENE"	"Alvin M. Greene"	364598	1318794	0.276463192886834	NA	NA	NA	0.441005972248048	-0.117988055503903	-0.447073614226331	NA	NA	NA	-0.329085558722428
"626"	2010	"UT"	"democrat"	"GRANATO"	"Sam F. Granato"	191732	585230	0.327618201390906	"Challenger"	306522	305629	0.284027218703865	-0.43194556259227	-0.344763597218188	2155851	2106980	0.145055482254222	0.0871819653740823
"627"	2010	"VT"	"democrat"	"LEAHY"	"Patrick J. Leahy"	151281	235178	0.643261699648777	"Incumbent"	4886749	4122015	0.706270670034635	0.412541340069269	0.286523399297553	5119668	4353499	0.946828057155865	-0.126017940771716
"628"	2010	"WI"	"democrat"	"FEINGOLD"	"Russell D. Feingold"	1020958	2171331	0.47019915434358	"Incumbent"	20803357	20342208	0.553504830759832	0.107009661519665	-0.0596016913128399	36312654	35658859	0.570467159367045	-0.166611352832504
