"year"	"state"	"party"	"last_name"	"candidate"	"candidatevotes"	"totalvotes"	"percentage"	"Incumbent/
Challenger/Open"	"raised"	"spent"	"previous_percentage"	"Previous_RPVI"	"RPVI"	"total_raised"	"total_spent"	"share_of_spent"	"history_performance"
"403"	2004	"AL"	"republican"	"SHELBY"	"Richard C. Shelby"	1242200	1839066	0.675451560737896	"Incumbent"	9302840	2615933	0.63241830671754	0.26483661343508	0.350903121475793	9307781	2620802	0.998142171747427	0.0860665080407121
"404"	2004	"AZ"	"republican"	"MCCAIN"	"John McCain"	1505372	1961677	0.767390350195267	"Incumbent"	3512390	2235637	0.687447694615506	0.374895389231012	0.534780700390533	3525346	2248353	0.99434430447532	0.159885311159521
"405"	2004	"AR"	"republican"	"HOLT"	"Jim Holt"	458036	1039349	0.440695088945099	"Challenger"	153628	148682	0.422170252172064	-0.155659495655871	-0.118609822109801	6865478	6562828	0.0226551724348101	0.0370496735460699
"406"	2004	"CO"	"republican"	"COORS"	"Pete Coors"	980668	2107472	0.465329076732692	"Open"	7879182.37	7858598.96	0.624885570377514	0.249771140755028	-0.0693418465346158	17804960.37	17745149.96	0.442858977112865	-0.319112987289644
"407"	2004	"CT"	"republican"	"ORCHULLI"	"Jack C. Orchulli"	457749	1424726	0.321289146123535	"Challenger"	1476876	1462401	0.323681615665602	-0.352636768668795	-0.357421707752929	9380151	7022876	0.208233920120475	-0.00478493908413435
"408"	2004	"FL"	"republican"	"MARTINEZ"	"Mel Martinez"	3672864	7429894	0.494335989181003	"Open"	12841916.98	12821250.39	0.375306205229424	-0.249387589541152	-0.0113280216379937	24731754	24612897.49	0.520915930162597	0.238059567903159
"409"	2004	"GA"	"republican"	"ISAKSON"	"Johnny Isakson"	1864202	3220981	0.57876839385268	"Open"	8577130.11	8038201.11	0.52369704319329	0.0473940863865794	0.157536787705361	10599463.5	10284213.35	0.781605829871275	0.110142701318781
"410"	2004	"HI"	"republican"	"CAVASSO"	"Cam Cavasso"	87172	415347	0.209877524094312	"Challenger"	57514	57123	0.17824597361626	-0.643508052767479	-0.580244951811377	3232761	2126600	0.0268611868710618	0.0632631009561024
"411"	2004	"IL"	"republican"	"KEYES"	"Alan Keyes"	1390690	5141520	0.270482269834601	"Open"	2687483	2545325	0.503470445461967	0.00694089092393302	-0.459035460330797	18083650	17142790	0.148477873205003	-0.46597635125473
"412"	2004	"IN"	"republican"	"SCOTT"	"Marvin Scott"	903913	2428233	0.372251344908005	"Challenger"	2265166	2242526	0.347932824588935	-0.30413435082213	-0.25549731018399	9946376	5171400	0.433640020110608	0.0486370406381403
"413"	2004	"IA"	"republican"	"GRASSLEY"	"Charles E. Grassley"	1038175	1479228	0.701835687263897	"Incumbent"	7639585	7287736	0.68411774572822	0.36823549145644	0.403671374527794	7779789	7423239	0.981746108403623	0.0354358830713539
"414"	2004	"KS"	"republican"	"BROWNBACK"	"Sam Brownback"	780863	1129022	0.691627798218281	"Incumbent"	3197662	2882129	0.652661584410013	0.305323168820025	0.383255596436562	3299957	2985060	0.965517946037936	0.0779324276165365
"415"	2004	"KY"	"republican"	"BUNNING"	"Jim Bunning"	873507	1724362	0.506568226393298	"Incumbent"	6674869	6690804	0.497476894817071	-0.00504621036585895	0.0131364527865958	9802359	9795785	0.683028874153526	0.0181826631524548
"416"	2004	"MD"	"republican"	"PIPKIN"	"E. J. Pipkin"	783055	2321931	0.337243010235877	"Challenger"	2313360	2300354	0.294960287161008	-0.410079425677984	-0.325513979528246	8744883	8910575	0.258159995286499	0.0845654461497379
"417"	2004	"MO"	"republican"	"BOND"	"Christopher S. Bond"	1518089	2706402	0.560925169283795	"Incumbent"	9060217	8316771	0.526759877401692	0.0535197548033841	0.121850338567589	12661024	11870229	0.70064115864993	0.068330583764205
"418"	2004	"NV"	"republican"	"ZISER"	"Richard Ziser"	284640	810068	0.351377909015046	"Challenger"	648792	647500.55	0.477717820237505	-0.0445643595249895	-0.297244181969909	9557638	8242823.55	0.0785532464782653	-0.252679822444919
"419"	2004	"NH"	"republican"	"GREGG"	"Judd Gregg"	434847	657086	0.661780954091245	"Incumbent"	3324529	2516901	0.678359432595267	0.356718865190533	0.323561908182491	3502123	2694100	0.934227014587432	-0.0331569570080426
"420"	2004	"NY"	"republican"	"MILLS"	"Howard Mills"	1625069	7447818	0.218193973053584	"Challenger"	632269	628578	0.33672232802532	-0.32655534394936	-0.563612053892831	22999708	17510917	0.0358963496885971	-0.237056709943471
"421"	2004	"NC"	"republican"	"BURR"	"Richard Burr"	1791450	3472082	0.515958436465498	"Open"	12955098	12856982	0.470117183520257	-0.0597656329594864	0.0319168729309964	26362754	26216746	0.490411052538709	0.0916825058904829
"422"	2004	"ND"	"republican"	"LIFFRIG"	"Mike Liffrig"	98553	310696	0.317200736411154	"Challenger"	380351	381125	0.351582785740399	-0.296834428519202	-0.365598527177691	4031360	3322233	0.114719527498523	-0.0687640986584889
"423"	2004	"OH"	"republican"	"VOINOVICH"	"George V. Voinovich"	3464356	5425823	0.638494104949609	"Incumbent"	10071214	9978829	0.564597187540298	0.129194375080595	0.276988209899217	11242568	11145367	0.895334267592983	0.147793834818622
"424"	2004	"OK"	"republican"	"COBURN"	"Tom Coburn"	763433	1446846	0.527653254043623	"Open"	5194988	5138066	0.663805246634633	0.327610493269265	0.0553065080872464	11452283	11426594	0.449658577175316	-0.272303985182019
"425"	2004	"OR"	"republican"	"KING"	"Al King"	565254	1780550	0.317460335289658	"Challenger"	35762	35718	0.337946780443159	-0.324106439113681	-0.365079329420685	5094831	3514025	0.0101644126037806	-0.0409728903070034
"426"	2004	"PA"	"republican"	"SPECTER"	"Arlen Specter"	2925080	5559105	0.526178224732219	"Incumbent"	19364840	21530227	0.613416944519677	0.226833889039354	0.0523564494644371	23921257	26070436	0.825848367092902	-0.174477439574917
"427"	2004	"SC"	"republican"	"DEMINT"	"Jim DeMint"	857167	1597221	0.536661488923574	"Open"	9661623	9701108	0.456697126362057	-0.0866057472758855	0.0733229778471483	15942291	15966894	0.607576401521799	0.159928725123034
"428"	2004	"SD"	"republican"	"THUNE"	"John Thune"	197848	391188	0.505761935437692	"Open"	16253147	14666225	0.364086207751678	-0.271827584496645	0.0115238708753846	37335410	36018096	0.407190457818759	0.283351455372029
"429"	2004	"UT"	"republican"	"BENNETT"	"Robert F. Bennett"	626640	911726	0.687311758137862	"Incumbent"	3050494	2896893	0.63981863332451	0.27963726664902	0.374623516275723	NA	NA	NA	0.0949862496267029
"430"	2004	"VT"	"republican"	"MCMULLEN"	"Jack McMullen"	75398	307208	0.245429806515455	"Challenger"	730988	736086	0.224499616886879	-0.551000766226242	-0.509140386969089	3407430	2711434	0.271474798944027	0.041860379257153
"431"	2004	"WI"	"republican"	"MICHELS"	"Tim Michels"	1301183	2949743	0.441117412601708	"Challenger"	5547838	5542087	0.484015547160553	-0.0319689056788934	-0.117765174796584	16521132	16772711	0.33042285173816	-0.0857962691176906
"432"	2004	"AL"	"democrat"	"SOWELL"	"Wayne Sowell"	595018	1839066	0.323543581361408	"Challenger"	4941	4869	0.366913689061044	-0.266172621877911	-0.352912837277183	9307781	2620802	0.00185782825257307	-0.0867402153992718
"433"	2004	"AZ"	"democrat"	"STARKY"	"Stuart Starky"	404507	1961677	0.206204691190242	"Challenger"	12956	12716	0.271616927206695	-0.45676614558661	-0.587590617619516	3525346	2248353	0.00565569552467962	-0.130824472032907
"434"	2004	"AR"	"democrat"	"LINCOLN"	"Blanche L. Lincoln"	580973	1039349	0.558977783208528	"Incumbent"	6711850	6414146	0.550600644092513	0.101201288185026	0.117955566417055	6865478	6562828	0.97734482756519	0.0167542782320291
"435"	2004	"CO"	"democrat"	"SALAZAR"	"Ken Salazar"	1081188	2107472	0.513026033086086	"Open"	9925778	9886551	0.350167076666905	-0.299665846666189	0.0260520661721722	17804960.37	17745149.96	0.557141022887135	0.325717912838362
"436"	2004	"CT"	"democrat"	"DODD"	"Christopher J. Dodd"	945347	1424726	0.66352898732809	"Incumbent"	7903275	5560475	0.651460873838854	0.302921747677709	0.327057974656179	9380151	7022876	0.791766079879525	0.0241362269784706
"437"	2004	"FL"	"democrat"	"CASTOR"	"Betty Castor"	3590201	7429894	0.483210258450524	"Open"	11889837.02	11791647.1	0.624693794770576	0.249387589541152	-0.0335794830989513	24731754	24612897.49	0.479084069837403	-0.282967072640104
"438"	2004	"GA"	"democrat"	"MAJETTE"	"Denise L. Majette"	1287690	3220981	0.399781929790955	"Open"	2022333.39	2246012.24	0.451496704871795	-0.0970065902564093	-0.20043614041809	10599463.5	10284213.35	0.218394170128725	-0.103429550161681
"439"	2004	"HI"	"democrat"	"INOUYE"	"Daniel K. Inouye"	313629	415347	0.755101156382495	"Incumbent"	3175247	2069477	0.791843747174247	0.583687494348494	0.510202312764989	3232761	2126600	0.973138813128938	-0.0734851815835051
"440"	2004	"IL"	"democrat"	"OBAMA"	"Barack Obama"	3597456	5141520	0.699687252018858	"Open"	15396167	14597465	0.474439839965639	-0.0511203200687225	0.399374504037717	18083650	17142790	0.851522126794997	0.450494824106439
"441"	2004	"IN"	"democrat"	"BAYH"	"Evan Bayh"	1496976	2428233	0.61648779173992	"Incumbent"	7681210	2928874	0.637185677856903	0.274371355713806	0.232975583479839	9946376	5171400	0.566359979889392	-0.0413957722339673
"442"	2004	"IA"	"democrat"	"SMALL"	"Arthur Small"	412365	1479228	0.27877041267472	"Challenger"	140204	135503	0.304933922842642	-0.390132154314716	-0.442459174650561	7779789	7423239	0.0182538915963773	-0.0523270203358445
"443"	2004	"KS"	"democrat"	"JONES"	"Lee Jones"	310337	1129022	0.274872411697912	"Challenger"	102295	102931	0.315878201849193	-0.368243596301613	-0.450255176604176	3299957	2985060	0.0344820539620644	-0.0820115803025628
"444"	2004	"KY"	"democrat"	"MONGIARDO"	"Daniel Mongiardo"	850855	1724362	0.493431773606702	"Challenger"	3127490	3104981	0.491569860329977	-0.0168602793400465	-0.0131364527865958	9802359	9795785	0.316971125846474	0.00372382655345072
"445"	2004	"MD"	"democrat"	"MIKULSKI"	"Barbara A. Mikulski"	1504691	2321931	0.648034330046845	"Incumbent"	6431523	6610221	0.705039712838992	0.410079425677984	0.296068660093689	8744883	8910575	0.741840004713501	-0.114010765584295
"446"	2004	"MO"	"democrat"	"FARMER"	"Nancy Farmer"	1158261	2706402	0.427970789261906	"Challenger"	3600807	3553458	0.437711219216454	-0.124577561567092	-0.144058421476189	12661024	11870229	0.29935884135007	-0.0194808599090966
"447"	2004	"NV"	"democrat"	"REID"	"Harry Reid"	494805	810068	0.610819091730571	"Incumbent"	8908846	7595323	0.478637831984289	-0.0427243360314227	0.221638183461142	9557638	8242823.55	0.921446753521735	0.264362519492564
"448"	2004	"NH"	"democrat"	"HADDOCK"	"Doris R. Haddock"	221549	657086	0.337168955053068	"Challenger"	177594	177199	0.282440831786867	-0.435118336426265	-0.325662089893865	3502123	2694100	0.0657729854125682	0.109456246532401
"449"	2004	"NY"	"democrat"	"SCHUMER"	"Charles E. Schumer"	4384907	7447818	0.588750557545848	"Incumbent"	22367439	16882339	0.478231026536325	-0.0435379469273491	0.177501115091695	22999708	17510917	0.964103650311403	0.221039062019045
"450"	2004	"NC"	"democrat"	"BOWLES"	"Erskine Bowles"	1632527	3472082	0.470186764022278	"Open"	13407656	13359764	0.511512849732847	0.0230256994656941	-0.0596264719554435	26362754	26216746	0.509588947461291	-0.0826521714211376
"451"	2004	"ND"	"democrat"	"DORGAN"	"Byron L. Dorgan"	212143	310696	0.682799263588846	"Incumbent"	3651009	2941108	0.631553539122039	0.263107078244078	0.365598527177691	4031360	3322233	0.885280472501477	0.102491448933613
"452"	2004	"OH"	"democrat"	"FINGERHUT"	"Eric D. Fingerhut"	1961171	5425823	0.361451341114518	"Challenger"	1171354	1166538	0.435341126693458	-0.129317746613084	-0.277097317770963	11242568	11145367	0.104665732407017	-0.147779571157879
"453"	2004	"OK"	"democrat"	"CARSON"	"Brad Carson"	596750	1446846	0.412448871545417	"Open"	6257295	6288528	0.312776473078807	-0.374447053842387	-0.175102256909167	11452283	11426594	0.550341422824684	0.19934479693322
"454"	2004	"OR"	"democrat"	"WYDEN"	"Ron Wyden"	1128728	1780550	0.633920979472635	"Incumbent"	5059069	3478307	0.610536194684486	0.221072389368972	0.26784195894527	5094831	3514025	0.989835587396219	0.046769569576298
"455"	2004	"PA"	"democrat"	"HOEFFEL"	"Joseph M. Hoeffel"	2334126	5559105	0.419874422231636	"Challenger"	4556417	4540209	0.34787467383759	-0.304250652324819	-0.160251155536728	23921257	26070436	0.174151632907098	0.143999496788092
"456"	2004	"SC"	"democrat"	"TENENBAUM"	"Inez Tenenbaum"	704384	1597221	0.441005972248048	"Open"	6280668	6265786	0.526982039412083	0.0539640788241667	-0.117988055503903	15942291	15966894	0.392423598478201	-0.17195213432807
"457"	2004	"SD"	"democrat"	"DASCHLE"	"Tom Daschle"	193340	391188	0.494238064562308	"Incumbent"	21082263	21351871	0.62143137830919	0.242862756618379	-0.0115238708753848	37335410	36018096	0.592809542181241	-0.254386627493764
"458"	2004	"UT"	"democrat"	"DAM"	"R. Paul Van Dam"	258955	911726	0.284027218703865	NA	NA	NA	0.329701015742288	-0.340597968515424	-0.43194556259227	NA	NA	NA	-0.091347594076846
"459"	2004	"VT"	"democrat"	"LEAHY"	"Patrick J. Leahy"	216972	307208	0.706270670034635	"Incumbent"	2676442	1975348	0.7221542170476	0.444308434095199	0.412541340069269	3407430	2711434	0.728525201055973	-0.03176709402593
"460"	2004	"WI"	"democrat"	"FEINGOLD"	"Russel D. Feingold"	1632697	2949743	0.553504830759832	"Incumbent"	10973294	11230624	0.50547524017001	0.0109504803400202	0.107009661519665	16521132	16772711	0.66957714826184	0.0960591811796443
"461"	2006	"AZ"	"republican"	"KYL"	"Jon Kyl"	814398	1526782	0.53340817484094	"Incumbent"	15524019	16103008	0.793225279082885	0.586450558165769	0.0668163496818799	30233647	30812249	0.522617092961958	-0.519634208483889
"462"	2006	"DE"	"republican"	"TING"	"Jan Ting"	69734	242972	0.287004263865795	"Challenger"	212766	212765	0.436984889584792	-0.126030220830415	-0.425991472268409	4448279	3317542	0.0641333252148729	-0.299961251437994
"463"	2006	"FL"	"republican"	"HARRIS"	"Katherine Harris"	1826127	4793534	0.380956304889044	"Challenger"	9341803.95	9334232.45	0.461921163871108	-0.0761576722577834	-0.238087390221911	27766603.95	26446232.45	0.352951312352244	-0.161929717964128
"464"	2006	"HI"	"republican"	"THIELEN"	"Cynthia Thielen"	126097	342842	0.367799161129617	"Challenger"	356419	356413	0.245067602561172	-0.509864794877656	-0.264401677740767	3326116	3245674	0.109811706289664	0.245463117136889
"465"	2006	"ME"	"republican"	"SNOWE"	"Olympia J. Snowe"	405596	545128	0.744038097474355	"Incumbent"	3788139	3157047	0.689412984034577	0.378825968069154	0.488076194948709	NA	NA	NA	0.109250226879555
"466"	2006	"MD"	"republican"	"STEELE"	"Michael S. Steele"	787182	1781139	0.441954277571823	"Open"	8432622	8219686	0.367342305554785	-0.26531538889043	-0.116091444856353	17208046	16895742	0.486494526254011	0.149223944034077
"467"	2006	"MA"	"republican"	"CHASE"	"Kenneth G. Chase"	661532	2243835	0.294822034597018	"Challenger"	873982	853730	0.122287904235771	-0.755424191528459	-0.410355930805964	16024242	13407228	0.0636768465487422	0.345068260722495
"468"	2006	"MI"	"republican"	"BOUCHARD"	"Michael Bouchard"	1559597	3780142	0.412576300043755	"Challenger"	6065160	6050148	0.478609347875379	-0.0427813042492415	-0.17484739991249	18426949	18477143	0.327439583056753	-0.132066095663249
"469"	2006	"MS"	"republican"	"LOTT"	"Trent Lott"	388399	610921	0.63575977908764	"Incumbent"	3351178	3186225	0.658798926513664	0.317597853027328	0.27151955817528	3394335	3224720	0.988062529459922	-0.0460782948520484
"470"	2006	"MO"	"republican"	"TALENT"	"James M. Talent"	1006941	2128459	0.473084517954069	"Incumbent"	14785297	15382811	0.483934101912867	-0.032131796174266	-0.0538309640918617	26995203	27366717	0.562099246321727	-0.0216991679175957
"471"	2006	"MT"	"republican"	"BURNS"	"Conrad Burns"	196283	406505	0.48285506943334	"Incumbent"	9347125	9078518	0.505542989448519	0.0110859788970386	-0.0342898611333194	14948830	14668171	0.618926381482736	-0.045375840030358
"472"	2006	"NE"	"republican"	"RICKETTS"	"Pete Ricketts"	213928	592316	0.361172077066971	"Challenger"	13424896	13417690	0.488159168050841	-0.0236816638983173	-0.277655845866058	19685229	20468466	0.655529828175692	-0.253974181967741
"473"	2006	"NV"	"republican"	"ENSIGN"	"John Ensign"	322501	582572	0.553581359900579	"Incumbent"	6513533	5315993	0.550433106515573	0.100866213031146	0.107162719801158	8779806	7580701	0.701253485660495	0.00629650677001115
"474"	2006	"NJ"	"republican"	"JR."	"Thomas H. Kean, Jr."	41998	101973	0.411854118246987	NA	NA	NA	0.47096358942083	-0.0580728211583393	-0.176291763506026	NA	NA	NA	-0.118218942347687
"475"	2006	"NM"	"republican"	"MCCULLOCH"	"Allen W. McCulloch"	163826	558550	0.293305881299794	"Challenger"	559138	555511	0.382539531759414	-0.234920936481173	-0.413388237400412	4747342	3942530	0.140902161809802	-0.178467300919239
"476"	2006	"NY"	"republican"	"SPENCER"	"John Spencer"	1212902	4700632	0.258029558578506	"Challenger"	5849610	5660688	0.391482948453531	-0.217034103092938	-0.483940882842988	57479678	46552015	0.121599204674599	-0.26690677975005
"477"	2006	"ND"	"republican"	"GROTBERG"	"Dwight Grotberg"	64417	218152	0.295284938941655	"Challenger"	259080	259081	0.386274557538282	-0.227450884923436	-0.409430122116689	6239166	4401862	0.0588571381837959	-0.181979237193253
"478"	2006	"OH"	"republican"	"DEWINE"	"Mike DeWine"	1761037	4019236	0.438152176184728	"Incumbent"	15429866	15361733	0.599152895353152	0.198305790706305	-0.123695647630545	24366870.71	26114399.65	0.588247603080548	-0.32200143833685
"479"	2006	"PA"	"republican"	"SANTORUM"	"Rick Santorum"	1684778	4081043	0.412830249521997	"Incumbent"	27924987	27600742	0.524160759736404	0.0483215194728071	-0.174339500956006	NA	NA	NA	-0.222661020428813
"480"	2006	"RI"	"republican"	"CHAFEE"	"Lincoln Chafee"	178950	384993	0.464813645962394	"Incumbent"	5651987	5582805	0.568765283516416	0.137530567032832	-0.0703727080752118	12239244	12011759	0.464778305991654	-0.207903275108044
"481"	2006	"TN"	"republican"	"CORKER"	"Bob Corker"	929911	1833695	0.507124140056007	"Open"	18858949	18622428	0.650956931224668	0.301913862449335	0.0142482801120143	NA	NA	NA	-0.287665582337321
"482"	2006	"TX"	"republican"	"HUTCHISON"	"Kay Bailey Hutchison"	2661789	4314663	0.616917010668041	"Incumbent"	9300520	6605006	0.650762193273605	0.301524386547211	0.233834021336081	10791152	8030873	0.822451805675423	-0.0676903652111294
"483"	2006	"UT"	"republican"	"HATCH"	"Orrin G. Hatch"	356238	571252	0.62360919524133	"Incumbent"	6430177	4706415	0.655840426969328	0.311680853938657	0.247218390482659	6686227	4962144	0.948464010717948	-0.0644624634559978
"484"	2006	"VA"	"republican"	"ALLEN"	"George Allen"	1166277	2370445	0.492007618822626	"Incumbent"	16865532	16929574	0.522554345526857	0.0451086910537133	-0.0159847623547478	NA	NA	NA	-0.0610934534084611
"485"	2006	"WV"	"republican"	"RAESE"	"John R. Raese"	47408	206562	0.229509783987374	"Challenger"	3163848	3147967	0.201556977316451	-0.596886045367098	-0.540980432025251	8396109	8679933	0.362671808641841	0.0559056133418462
"486"	2006	"WI"	"republican"	"LORGE"	"Robert Gerald Lorge"	630299	2138297	0.294766816770542	"Challenger"	175772	176987	0.370359551243011	-0.259280897513979	-0.410466366458916	7264984	7175084	0.0246668889172587	-0.151185468944937
"487"	2006	"WY"	"republican"	"THOMAS"	"Craig Thomas"	135174	196215	0.688907575873404	"Incumbent"	1800301	1629704	0.73772693872011	0.47545387744022	0.377815151746808	1942200	1770868	0.920285419353673	-0.0976387256934119
"488"	2006	"AZ"	"democrat"	"PEDERSON"	"Jim Pederson"	664141	1526782	0.434993993903517	"Challenger"	14709628	14709241	NA	NA	-0.130012012192965	30233647	30812249	0.477382907038042	NA
"489"	2006	"DE"	"democrat"	"CARPER"	"Thomas R. Carper"	170567	242972	0.702002699899577	"Incumbent"	4235513	3104777	0.555259592712994	0.110519185425988	0.404005399799154	4448279	3317542	0.935866674785127	0.293486214373166
"490"	2006	"FL"	"democrat"	"NELSON"	"Bill Nelson"	2890548	4793534	0.603009804457421	"Incumbent"	18424800	17112000	0.510436111885624	0.0208722237712471	0.206019608914842	27766603.95	26446232.45	0.647048687647756	0.185147385143595
"491"	2006	"HI"	"democrat"	"AKAKA"	"Daniel K. Akaka"	210330	342842	0.613489595790481	"Incumbent"	2969697	2889261	0.726846882296606	0.453693764593213	0.226979191580962	3326116	3245674	0.890188293710336	-0.226714573012251
"492"	2006	"ME"	"democrat"	"BRIGHT"	"Jean M. Hay Bright"	113131	545128	0.207531075270395	NA	NA	NA	0.310587015965423	-0.378825968069154	-0.58493784945921	NA	NA	NA	-0.206111881390055
"493"	2006	"MD"	"democrat"	"CARDIN"	"Benjamin L. Cardin"	965477	1781139	0.542055954083314	"Open"	8775424	8676056	0.631780915076188	0.263561830152376	0.0841119081666282	17208046	16895742	0.513505473745989	-0.179449921985747
"494"	2006	"MA"	"democrat"	"KENNEDY"	"Edward M. Kennedy"	1500738	2243835	0.66882725334082	"Incumbent"	15150260	12553498	0.691097595945645	0.382195191891291	0.337654506681641	16024242	13407228	0.936323153451258	-0.0445406852096499
"495"	2006	"MI"	"democrat"	"STABENOW"	"Debbie Stabenow"	2151278	3780142	0.569099785140347	"Incumbent"	12361789	12426995	0.494747563695433	-0.0105048726091344	0.138199570280693	18426949	18477143	0.672560416943247	0.148704442889827
"496"	2006	"MS"	"democrat"	"FLEMING"	"Erik R. Fleming"	213000	610921	0.348653917609642	"Challenger"	43157	38495	0.315940145492001	-0.368119709015998	-0.302692164780716	3394335	3224720	0.0119374705400779	0.0654275442352813
"497"	2006	"MO"	"democrat"	"MCCASKILL"	"Claire McCaskill"	1055255	2128459	0.49578356923953	"Incumbent"	12209906	11983906	0.50466593213205	0.00933186426410049	-0.00843286152094069	26995203	27366717	0.437900753678273	-0.0177647257850412
"498"	2006	"MT"	"democrat"	"TESTER"	"Jon Tester"	199845	406505	0.491617569279591	"Challenger"	5601705	5589653	0.472374945639102	-0.0552501087217961	-0.0167648614408187	14948830	14668171	0.381073618517264	0.0384852472809775
"499"	2006	"NE"	"democrat"	"NELSON"	"E. Benjamin Nelson"	378388	592316	0.638827922933029	"Incumbent"	6260333	7050776	0.50999205604102	0.0199841120820394	0.277655845866058	19685229	20468466	0.344470171824308	0.257671733784019
"500"	2006	"NV"	"democrat"	"CARTER"	"Jack Carter"	238796	582572	0.40989954889696	"Challenger"	2266273	2264708	0.39658708070895	-0.2068258385821	-0.180200902206079	8779806	7580701	0.298746514339505	0.0266249363760213
"501"	2006	"NJ"	"democrat"	"MENENDEZ"	"Robert Menendez"	58333	101973	0.572043580163377	"Challenger"	11950586.56	13328665.09	0.501129436919655	0.00225887383930967	0.144087160326753	NA	NA	NA	0.141828286487443
"502"	2006	"NM"	"democrat"	"BINGAMAN"	"Jeff Bingaman"	394365	558550	0.706051383045385	"Incumbent"	4188204	3387019	0.617010954563497	0.234021909126993	0.412102766090771	4747342	3942530	0.859097838190198	0.178080856963777
"503"	2006	"NY"	"democrat"	"CLINTON"	"Hillary Rodham Clinton"	2698931	4700632	0.574163431640682	"Incumbent"	51630068	40891327	0.511866093497069	0.0237321869941385	0.148326863281363	57479678	46552015	0.878400795325401	0.124594676287225
"504"	2006	"ND"	"democrat"	"CONRAD"	"Kent Conrad"	150146	218152	0.688263229308005	"Incumbent"	5980086	4142781	NA	NA	0.376526458616011	6239166	4401862	0.941142861816204	NA
"505"	2006	"OH"	"democrat"	"BROWN"	"Sherrod Brown"	2257369	4019236	0.561641316906994	"Challenger"	8937004.71	10752666.65	0.358538401695198	-0.282923196609603	0.123282633813989	24366870.71	26114399.65	0.411752396919452	0.406205830423592
"506"	2006	"PA"	"democrat"	"JR."	"Bob Casey, Jr."	2392984	4081043	0.586365789333756	NA	NA	NA	0.455090857330633	-0.089818285338733	0.172731578667512	NA	NA	NA	0.262549864006245
"507"	2006	"RI"	"democrat"	"WHITEHOUSE"	"Sheldon Whitehouse"	206043	384993	0.535186354037606	"Challenger"	6587257	6428954	0.411452065015472	-0.177095869969056	0.0703727080752117	12239244	12011759	0.535221694008346	0.247468578044268
"508"	2006	"TN"	"democrat"	"JR."	"Harold E. Ford, Jr."	879976	1833695	0.479892239440038	NA	NA	NA	0.322071872376677	-0.355856255246646	-0.0402155211199245	NA	NA	NA	0.315640734126722
"509"	2006	"TX"	"democrat"	"RADNOFSKY"	"Barbara Ann Radnofsky"	1555202	4314663	0.360445763666826	"Challenger"	1490632	1425867	0.323075244210082	-0.353849511579837	-0.279108472666347	10791152	8030873	0.177548194324577	0.0747410389134895
"510"	2006	"UT"	"democrat"	"ASHDOWN"	"Pete Ashdown"	177459	571252	0.31064924061535	"Challenger"	256050	255729	0.315145822290127	-0.369708355419746	-0.3787015187693	6686227	4962144	0.0515359892820523	-0.00899316334955391
"511"	2006	"VA"	"democrat"	"JR."	"James H. \"Jim\" Webb, Jr."	1175606	2370445	0.495943166789358	NA	NA	NA	0.47680260574528	-0.0463947885094402	-0.00811366642128375	NA	NA	NA	0.0382811220881565
"512"	2006	"WV"	"democrat"	"BYRD"	"Robert C. Byrd"	159154	206562	0.770490216012626	"Incumbent"	5232261	5531966	0.777519275796758	0.555038551593516	0.540980432025252	8396109	8679933	0.637328191358159	-0.0140581195682641
"513"	2006	"WI"	"democrat"	"KOHL"	"Herb Kohl"	1439214	2138297	0.67306552831529	"Incumbent"	7089212	6998097	0.615427921056123	0.230855842112246	0.34613105663058	7264984	7175084	0.975333111082741	0.115275214518334
"514"	2006	"WY"	"democrat"	"GROUTAGE"	"Dale Groutage"	57671	196215	0.293917386540275	"Challenger"	141899	141164	0.220383882729021	-0.559232234541957	-0.412165226919451	1942200	1770868	0.0797145806463271	0.147067007622506
"515"	2008	"AL"	"republican"	"SESSIONS"	"Jeff Sessions"	1305383	2060191	0.63362231948397	"Incumbent"	6485595	4021680	0.585770530138808	0.171541060277615	0.26724463896794	6818345	4353687	0.923741187641647	0.0957035786903251
"516"	2008	"CO"	"republican"	"SCHAFFER"	"Bob Schaffer"	990755	2331621	0.424921117111229	"Challenger"	7387843	7205644	0.50695722422854	0.0139144484570808	-0.150157765777543	19174891	20193206	0.356835066209893	-0.164072214234623
"517"	2008	"DE"	"republican"	"O'DONNELL"	"Christine O'Donnell"	140595	398134	0.353134874188087	"Challenger"	116471	115058	0.40803825856384	-0.183923482872319	-0.293730251623825	NA	NA	NA	-0.109806768751506
"518"	2008	"GA"	"republican"	"CHAMBLISS"	"Saxby Chambliss"	1228033	2137956	0.574395824797143	"Incumbent"	18348573	18048111	0.527342927066495	0.0546858541329904	0.148791649594285	25838774	25556616	0.706201126158487	0.0941057954612949
"519"	2008	"ID"	"republican"	"RISCH"	"Jim Risch"	371744	644780	0.576543937467043	"Open"	3594815	3573256	0.651618919871544	0.303237839743088	0.153087874934086	5019633	4995002	0.715366280133622	-0.150149964809002
"520"	2008	"IL"	"republican"	"SAUERBERG"	"Steve Sauerberg"	1520621	5329884	0.285300955893224	"Challenger"	2025437	12040340	0.380200645224014	-0.239598709551971	-0.429398088213552	13342987	25152712	0.47868953455198	-0.189799378661581
"521"	2008	"IA"	"republican"	"REED"	"Christopher Reed"	560006	1502918	0.372612477859737	"Challenger"	59087	58793	0.437789995845857	-0.124420008308286	-0.254775044280526	9238209	7113807	0.00826463242536661	-0.13035503597224
